# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.to.snapshot.ms,1781264269805000000,1781264278895000000,0
workspaceModel.loading.from.cache.ms,1781264269805000000,1781264278895000000,30
workspaceModel.cachedValueWithParameters.from.cache.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.precise.ms,1781264269805000000,1781264278895000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781264269805000000,1781264278895000000,3
workspaceModel.cachedValue.total.get.ms,1781264269805000000,1781264278895000000,0
workspaceModel.init.bridges.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.from.cache.ms,1781264269805000000,1781264278895000000,0
workspaceModel.pre.handlers.ms,1781264269805000000,1781264278895000000,0
workspaceModel.update.unloaded.entities.ms,1781264269805000000,1781264278895000000,0
workspaceModel.loading.total.ms,1781264269805000000,1781264278895000000,38
workspaceModel.cachedValueWithParameters.total.get.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.clear.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValue.calculated.ms,1781264269805000000,1781264278895000000,0
workspaceModel.replace.project.model.ms,1781264269805000000,1781264278895000000,0
workspaceModel.full.replace.project.model.ms,1781264269805000000,1781264278895000000,0
workspaceModel.initializing.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1781264269805000000,1781264278895000000,0
workspaceModel.check.recursive.update.ms,1781264269805000000,1781264278895000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1781264269805000000,1781264278895000000,0
workspaceModel.collect.changes.ms,1781264269805000000,1781264278895000000,0
workspaceModel.updates.count,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.90P,1781264269805000000,1781264278895000000,0
FilePageCache.pageFastCacheHits,1781264269805000000,1781264278895000000,3319
FilePageCache.maxCacheSizeInBytes,1781264269805000000,1781264278895000000,173015040
FilePageCache.capacityInBytes,1781264269805000000,1781264278895000000,503316478
FileChannelInterruptsRetryer.totalRetriedAttempts,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalBytesRequested,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.avg,1781264269805000000,1781264278895000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781264269805000000,1781264278895000000,41943040
FilePageCacheLockFree.totalBytesWritten,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.heapBytesInUse,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1781264269805000000,1781264278895000000,0
StorageLockContext.competingThreads.max,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesAllocated,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1781264269805000000,1781264278895000000,0
DirectByteBufferAllocator.reclaimed,1781264269805000000,1781264278895000000,43
DirectByteBufferAllocator.hits,1781264269805000000,1781264278895000000,3
FilePageCacheLockFree.totalPagesReclaimed,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesHandedOver,1781264269805000000,1781264278895000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781264269805000000,1781264278895000000,41943040
FilePageCache.pageLoads,1781264269805000000,1781264278895000000,168
MappedFileStorage.totalPagesMapped,1781264269805000000,1781264278895000000,0
FilePageCache.maxRegisteredFiles,1781264269805000000,1781264278895000000,444
FilePageCache.totalPageLoadsUs,1781264269805000000,1781264278895000000,160154
FilePageCacheLockFree.totalBytesRead,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesReadMs,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesRequested,1781264269805000000,1781264278895000000,0
MappedFileStorage.storages,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.nativeBytesInUse,1781264269805000000,1781264278895000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1781264269805000000,1781264278895000000,55886
MappedFileStorage.totalBytesMapped,1781264269805000000,1781264278895000000,0
DirectByteBufferAllocator.misses,1781264269805000000,1781264278895000000,165
FilePageCacheLockFree.totalNativeBytesReclaimed,1781264269805000000,1781264278895000000,0
DirectByteBufferAllocator.disposed,1781264269805000000,1781264278895000000,125
FilePageCache.pageLoadsAboveSizeThreshold,1781264269805000000,1781264278895000000,0
FilePageCacheLockFree.totalPagesWriteMs,1781264269805000000,1781264278895000000,0
FilePageCache.pageHits,1781264269805000000,1781264278895000000,0
FilePageCache.uncachedFileAccess,1781264269805000000,1781264278895000000,67
FilePageCache.totalPageDisposalsUs,1781264269805000000,1781264278895000000,1815
FilePageCacheLockFree.totalPagesWritten,1781264269805000000,1781264278895000000,0
FilePageCache.disposedBuffers,1781264269805000000,1781264278895000000,168
WriteAction.executionsCount,1781264269805000000,1781264278895000000,4
NonBlockingReadAction.failedExecutionTimeUs,1781264269805000000,1781264278895000000,0
FlushQueue.queueSizeMax,1781264269805000000,1781264278895000000,0
AWTEventQueue.dispatchTime90PNs,1781264269805000000,1781264278895000000,0
FlushQueue.queueSizeAvg,1781264269805000000,1781264278895000000,0.0
FlushQueue.executionTime90PNs,1781264269805000000,1781264278895000000,0
AWTEventQueue.dispatchTimeMaxNs,1781264269805000000,1781264278895000000,0
FlushQueue.waitingTimeAvgNs,1781264269805000000,1781264278895000000,0.0
FlushQueue.queueSize90P,1781264269805000000,1781264278895000000,0
FlushQueue.executionTimeMaxNs,1781264269805000000,1781264278895000000,0
FlushQueue.waitingTime90PNs,1781264269805000000,1781264278895000000,0
AWTEventQueue.dispatchTimeAvgNs,1781264269805000000,1781264278895000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1781264269805000000,1781264278895000000,7470011026
FlushQueue.tasksExecuted,1781264269805000000,1781264278895000000,0
FlushQueue.waitingTimeMaxNs,1781264269805000000,1781264278895000000,0
NonBlockingReadAction.finalizedExecutionsCount,1781264269805000000,1781264278895000000,16
ReadAction.executionsCount,1781264269805000000,1781264278895000000,61417
FlushQueue.executionTimeAvgNs,1781264269805000000,1781264278895000000,0.0
NonBlockingReadAction.failedExecutionsCount,1781264269805000000,1781264278895000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1781264269805000000,1781264278895000000,101065
AWTEventQueue.eventsDispatched,1781264269805000000,1781264278895000000,0
jps.global.handle.before.change.events.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781264269805000000,1781264278895000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781264269805000000,1781264278895000000,0
jps.load.initial.state.ms,1781264269805000000,1781264278895000000,25
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781264269805000000,1781264278895000000,0
jps.library.entities.serializer.save.entities.ms,1781264269805000000,1781264278895000000,0
jps.global.get.libraries.ms,1781264269805000000,1781264278895000000,0
jps.save.global.entities.ms,1781264269805000000,1781264278895000000,0
workspaceModel.global.updates.ms,1781264269805000000,1781264278895000000,0
workspaceModel.do.save.caches.ms,1781264269805000000,1781264278895000000,0
jps.global.handle.changed.events.ms,1781264269805000000,1781264278895000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781264269805000000,1781264278895000000,0
workspaceModel.save.cache.to.file.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781264269805000000,1781264278895000000,0
workspaceModel.global.updates.count,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1781264269805000000,1781264278895000000,0
jps.library.entities.serializer.load.entities.ms,1781264269805000000,1781264278895000000,0
jps.global.initialize.library.bridges.ms,1781264269805000000,1781264278895000000,0
workspaceModel.load.cache.from.file.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.instances.count,1781264269805000000,1781264278895000000,3
workspaceModel.mutableEntityStorage.put.entity.ms,1781264269805000000,1781264278895000000,0
workspaceModel.global.apply.state.to.project.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781264269805000000,1781264278895000000,0
jps.global.get.library.by.name.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781264269805000000,1781264278895000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781264269805000000,1781264278895000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781264269805000000,1781264278895000000,5
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781264269805000000,1781264278895000000,0
jps.global.get.library.ms,1781264269805000000,1781264278895000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1781264269805000000,1781264278895000000,0
jps.app.storage.content.reader.load.component.ms,1781264269805000000,1781264278895000000,1
workspaceModel.sync.entities.ms,1781264269805000000,1781264278895000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781264269805000000,1781264278895000000,0
cacheStateStorage.set.counter,1781264269805000000,1781264278895000000,0
cacheStateStorage.get.duration,1781264269805000000,1781264278895000000,0
cacheStateStorage.set.duration,1781264269805000000,1781264278895000000,0
cacheStateStorage.get.counter,1781264269805000000,1781264278895000000,10
VFS.fileByIdCache.hits,1781264269805000000,1781264278895000000,0
VFS.invertedFileNameIndex.requests,1781264269805000000,1781264278895000000,0
VFS.fileByIdCache.misses,1781264269805000000,1781264278895000000,0
VFS.fileChildByName,1781264269805000000,1781264278895000000,10
writeAction.wait.ms,1781264269805000000,1781264278895000000,0
lexer.LogcatFilter.time.ns,1781264269805000000,1781264278895000000,1017959
writeAction.count,1781264269805000000,1781264278895000000,4
parser.LogcatFilter.size.bytes,1781264269805000000,1781264278895000000,0
writeAction.max.wait.ms,1781264269805000000,1781264278895000000,0
lexer.LogcatFilter.size.bytes,1781264269805000000,1781264278895000000,0
parser.LogcatFilter.time.ns,1781264269805000000,1781264278895000000,3971458
writeAction.median.wait.ms,1781264269805000000,1781264278895000000,0
